name;idCountry;IdState
Sutatenza;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Tenza;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Arcabuco;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Chitaraque;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Gachantivá;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Moniquirá;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Ráquira;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Sáchica;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
San José De Pare;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Santa Sofía;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Santana;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Sutamarchán;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Tinjacá;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Togüí;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Villa De Leyva;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Aquitania;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Cuítiva;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Firavitoba;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Gameza;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Iza;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Mongua;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Monguí;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Nobsa;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Pesca;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Sogamoso;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Tibasosa;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Tópaga;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Tota;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Belén;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Busbanzá;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Cerinza;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Corrales;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Duitama;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Floresta;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Paipa;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
San Rosa Viterbo;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Tutazá;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Betéitiva;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Chita;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Jericó;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3dd
Paz De Río;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Socha;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Socotá;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Tasco;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e2
Filadelfia;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e4
La Merced;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e4
Marmato;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e4
Riosucio;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e4
Supía;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e4
Manzanares;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e4
Marquetalia;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e4
Marulanda;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e4
Pensilvania;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e4
Anserma;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e4
Belalcázar;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e4
Risaralda;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e4
San José;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e4
Viterbo;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e4
Chinchina;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e4
Manizales;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e4
Neira;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e4
Palestina;6511ea6285f35ec7b86c7633;65368d4331acd55571c0c3e4
